protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
-31,5,-40,-102,-77,-27,-29,-6,-307
-22,15,-54,-134,-89,-62,-74,-30,-450
-25,7,-38,-51,-45,-24,-31,-1,-208
2,-3,-21,-62,-102,-85,-59,-30,-360
3,-15,-18,-53,-79,-38,-32,0,-232
-44,3,-37,-75,-55,-31,-59,-7,-305
9,-15,-14,-87,-83,-81,-48,-12,-331
34,32,11,3,-13,-21,-29,19,36
7,4,-11,-59,-77,-55,-59,-38,-288
-17,22,-50,-72,-41,-11,-49,-9,-227
-16,-7,-44,-61,-72,-18,-40,-26,-284
-18,1,-30,-73,-110,-45,-68,3,-340
8,21,22,7,-13,27,-19,46,99
-24,18,-24,-74,-37,-23,-22,-9,-195
-4,-1,-16,-41,-46,-42,-26,-12,-188
8,1,-7,-34,-69,-47,-44,-8,-200
-18,-27,-34,-40,-74,-52,-59,-5,-309
-9,-6,-14,-35,-63,-46,-51,-16,-240
-20,20,-29,-73,-33,-12,-37,-20,-204
-15,-19,-42,-87,-116,-89,-77,-54,-499
29,46,-15,-43,-46,-57,-41,0,-127
-20,-33,-66,-55,-68,-82,-89,-61,-474
-10,13,-38,-28,-40,-5,-26,-21,-155
-13,-6,-50,-70,-104,-59,-61,-37,-400
-18,-26,-17,-26,-68,-43,-32,6,-224
-16,8,-29,-72,-84,-59,-61,-7,-320
15,0,-30,-49,-110,-62,-79,-7,-322
29,-6,-32,-15,-102,-44,-42,-6,-218
12,-1,-30,-68,-62,-81,-49,-24,-303
5,-30,-38,-48,-138,-98,-84,-59,-490
-6,2,-7,-13,-47,-4,-31,13,-93
2,2,-15,-34,-45,-7,-15,5,-107
-16,-7,-24,-51,-28,-31,-25,-30,-212
-40,-3,-50,-82,-44,-36,-39,2,-292
65,-27,46,-39,-117,-100,-65,-11,-248
11,4,-7,8,-37,-37,-20,-2,-80
-15,-3,-39,-46,-48,-30,-45,-26,-252
-5,12,-2,-21,-29,-9,-8,3,-59
-41,-6,-91,-196,-175,-137,-151,-20,-817
3,24,-12,-68,-68,-33,-26,-14,-194
52,65,-32,-52,-234,-84,-113,22,-376
-9,9,-31,-83,-59,-60,-35,-25,-293
-17,-10,-20,-26,-51,7,-31,-15,-163
-5,1,-16,-40,-49,-31,-13,-8,-161
17,-24,-26,-46,-92,-49,-61,23,-258
11,6,-4,-34,-103,-63,-62,-37,-286
13,33,-15,-33,-40,-55,-31,-7,-135
6,11,-14,-82,-88,-73,-73,-30,-343
7,16,-4,-17,-18,-13,-24,0,-53
-42,-3,-48,-72,-29,-26,-48,7,-261
-17,10,-13,-56,-68,-11,-45,16,-184
-17,-25,-82,-139,-144,-123,-117,-28,-675
-13,-5,-39,-48,-52,-22,-26,2,-203
-19,-17,-26,-62,-36,-28,-37,-2,-227
-12,10,-46,-71,-66,-35,-50,5,-265
-11,12,-23,-94,-35,-35,-40,2,-224
-21,-24,-59,-109,-95,-64,-108,-43,-523
2,14,-39,-70,-64,-102,-64,-43,-366
-1,16,-10,-50,-52,-42,-40,0,-179
-14,-2,-30,-43,-43,-23,-45,-14,-214
-5,-6,-16,-29,-38,-20,-22,32,-104
11,-9,-36,-50,-92,-57,-67,-15,-315
-2,-23,-39,-106,-139,-112,-100,-42,-563
15,28,-22,-62,-92,-104,-80,-31,-348
10,-31,-27,-56,-143,-59,-54,-7,-367
-19,17,-21,-31,-41,-14,-26,-17,-152
-17,4,-27,-38,-48,3,-34,-8,-165
18,-13,3,-27,-71,-63,-25,-8,-186
-8,28,-8,-47,-18,-21,-24,-8,-106
-26,-1,-17,-43,-39,8,-24,22,-120
-26,-44,-50,-81,-135,-84,-73,-36,-529
-33,-7,-36,-59,-25,-37,-25,0,-222
-12,16,-16,-41,-66,-50,-33,-24,-226
-25,-28,-47,-82,-111,-90,-101,-4,-488
-36,2,-35,-96,-103,-54,-60,-9,-391
-4,4,-20,-48,-46,-47,-14,-21,-196
-10,-23,-26,-31,-56,-58,-43,-27,-274
-17,9,-17,-48,-25,-28,-24,-1,-151
8,-23,-32,-26,-104,-70,-46,-47,-340
-24,-6,-24,-62,-57,-33,-30,-6,-242
7,-8,-15,-39,-25,-37,-22,16,-123
-35,-19,-49,-175,-182,-168,-117,-87,-832
-35,47,-20,-102,-101,-64,-66,18,-323
7,-13,-1,-20,-33,-20,-16,4,-92
-1,-5,-22,-19,-28,-8,-13,12,-84
-20,10,-32,-71,-72,-10,-37,22,-210
-32,13,-55,-110,-96,-13,-76,9,-360
-3,-2,-10,-9,-47,-9,-24,10,-94
-25,1,-46,-68,-94,-23,-67,7,-315
-19,-16,-17,-54,-32,-24,-28,-18,-208
1,18,-20,-61,-55,-6,-35,14,-144
-84,-40,-76,-152,-74,-49,-104,-48,-627
11,12,-40,-45,-27,-51,-45,-24,-209
11,-28,-20,-61,-36,-49,-66,2,-247
-49,6,-61,-91,-42,-23,-29,-32,-321
52,96,3,-28,-91,-75,-77,73,-47
-30,2,-40,-76,-52,-67,-56,-15,-334
-18,-5,-40,-115,-77,-35,-43,-20,-353
44,14,-7,-79,-86,-84,-60,57,-201
-4,5,-15,-33,-23,-14,-11,-29,-124
-27,-17,-28,-140,-74,-23,-60,61,-308
-7,-18,-15,-72,-117,-49,-71,-20,-369
-21,24,-47,-43,-89,-82,-47,-1,-306
-28,2,-17,-57,-87,-38,-58,18,-265
-26,-21,-45,-44,-78,-37,-55,3,-303
-10,13,-14,-32,-53,-25,-38,-3,-162
-13,18,-24,-40,-41,-17,-35,26,-126
-8,3,14,-41,-104,13,-33,-5,-161
44,6,10,-10,-93,-54,-31,-44,-172
32,14,-16,-35,-125,-34,-64,-23,-251
9,5,14,-22,-26,7,-28,31,-10
-2,4,-29,-40,-102,-46,-51,-3,-269
-33,28,-65,-90,-37,-28,-33,39,-219
-26,2,-43,-80,-52,-23,-41,5,-258
-13,-27,-29,-56,-87,-63,-64,-2,-341
-47,-13,-28,-89,-74,-26,-34,-10,-321
-37,6,-19,-63,-45,-24,-37,3,-216
-6,1,-32,-147,-124,-92,-106,71,-435
28,-8,-11,-62,-112,-126,-87,-70,-448
-5,6,-18,-28,-11,-6,-2,3,-61
-26,10,-67,-123,-64,-85,-66,-24,-445
31,-8,-12,-21,-82,-61,-29,-38,-220
17,-5,-9,8,-31,-5,-7,42,10
-8,-6,-34,-99,-71,-76,-75,-32,-401
-1,-11,-11,-27,-49,-30,-30,10,-149
-5,0,-27,-63,-30,-48,-40,-16,-229
-7,8,-16,-43,-17,-17,-18,-21,-131
-3,9,-26,-81,-87,-105,-82,-57,-432
-18,12,-16,-49,-17,-46,-28,-15,-177
-13,22,-17,-58,-45,-33,-55,-6,-205
6,3,-20,-40,-69,-37,-21,5,-173
61,24,15,-11,-38,2,-41,63,75
-25,36,-72,-139,-82,-81,-110,-55,-528
-5,2,-10,-53,-53,-32,-26,-8,-185
6,24,14,-12,-18,-4,-42,4,-28
-34,17,-60,-79,-68,-50,-33,12,-295
-11,-19,-24,-61,-55,-36,-21,15,-212
-6,51,-45,-98,-51,-57,-44,29,-221
-19,4,-35,-42,-13,-27,-30,27,-135
-19,-3,-17,-58,-63,-19,-35,8,-206
-44,0,-19,-79,-66,-48,-53,-1,-310
-11,5,-22,-33,-54,-25,-30,4,-166
0,4,4,-52,-88,-26,-39,25,-172
66,9,18,-30,-57,-51,-43,31,-57
6,4,-7,-46,-88,-30,-47,-32,-240
-13,19,-56,-114,-193,-124,-126,-71,-678
2,12,-21,-15,-19,-15,-20,7,-69
3,4,-38,-61,-92,-28,-67,19,-260
-8,-15,-50,-126,-128,-114,-84,-59,-584
-19,9,-37,-82,-101,-65,-62,-13,-370
-8,-3,-48,-71,-54,-35,-31,-32,-282
2,17,-7,-50,-36,-47,-20,-12,-153
-42,-19,-29,-74,-38,-34,-57,-10,-303
-11,5,-18,-28,-48,-7,-22,25,-104
7,-29,-12,-40,-113,-73,-60,-22,-342
33,-1,-17,-37,-115,-91,-69,-44,-341
9,11,-34,-37,-13,-13,-32,10,-99
9,-17,-19,-8,-105,-51,-53,-18,-262
23,19,6,-4,-8,-13,-12,9,20
11,-14,-10,-19,-16,-25,-16,5,-84
8,-5,-12,-26,-51,-38,-29,-8,-161
38,1,0,18,-17,-15,-37,13,1
37,13,1,-43,-127,-88,-93,-38,-338
-29,16,-28,-46,-21,-7,-14,-5,-134
-12,4,-21,-47,-26,-34,-10,-16,-162
3,9,-39,-75,-87,-108,-72,-38,-407
-2,0,-13,-33,-39,-31,-15,-12,-145
-12,-3,-20,-47,-55,-41,-40,-10,-228
-80,23,-81,-168,-96,-49,-91,57,-485
-20,-15,-26,-33,-104,-25,-62,-29,-314
-10,17,-22,-30,-76,-19,-41,19,-162
-16,2,-23,-72,-86,-60,-34,11,-278
61,34,-24,-33,-107,-81,-66,-66,-282
-13,9,-48,-80,-30,0,-23,18,-167
-3,-47,-15,-24,-186,-68,-116,-44,-503
-4,-8,-24,-58,-52,-47,-36,-23,-252
43,-10,-20,-6,-122,-81,-44,6,-234
-17,-36,-11,-48,-65,-56,-38,-18,-289
-30,5,-15,-49,-36,-24,-39,-2,-190
-20,9,-32,-59,-6,-40,-30,9,-169
37,31,-6,-28,-104,-84,-41,-56,-251
-65,-6,-76,-169,-89,-67,-73,-68,-613
-4,4,-4,-41,-35,-10,-34,3,-121
-2,20,-27,-45,-58,-44,-38,-28,-222
32,7,-15,-18,-78,-96,-54,-49,-271
-18,5,-29,-32,-43,-23,-38,-4,-182
17,-10,-24,-53,-141,-100,-73,-33,-417
-13,14,-19,-65,-27,-10,-48,-8,-176
27,-28,-8,-109,-177,-164,-106,-103,-668
7,-18,-14,-48,-102,-67,-38,-23,-303
-7,11,-1,-35,-41,-15,-36,1,-123
5,-11,-10,-31,-7,-13,-18,2,-83
19,16,5,-5,-31,17,-6,26,41
-9,7,-17,-45,-46,-28,-31,2,-167
-11,1,-8,-27,-67,-9,-29,2,-148
-12,-11,-37,-91,-108,-75,-57,-39,-430
0,-7,-13,-19,-53,-14,-32,-1,-139
-25,-11,-35,-29,-39,-16,-30,-10,-195
1,-30,11,-58,-102,-58,-48,33,-251
-16,-14,-54,-95,-123,-87,-95,2,-482
16,1,-15,-12,-48,-47,-37,-30,-172
10,10,-13,-44,-97,-60,-75,-8,-277
-62,-13,-36,-117,-77,-78,-84,-29,-496
16,29,-21,-57,-91,-35,-47,-23,-229
-23,-65,3,-123,-140,-94,-36,46,-432
-2,1,-14,-27,-59,-33,-24,-17,-175
6,-25,-16,-36,-115,-79,-52,-25,-342
2,0,-31,-41,-106,-70,-73,-37,-356
-52,2,-86,-133,-100,-59,-62,3,-487
-3,9,-15,-42,-36,-31,-11,-2,-131
-1,-16,-11,4,-51,1,-31,14,-91
19,-15,-21,-32,-143,-86,-76,-31,-385
-18,-28,-54,-79,-94,-52,-53,-50,-428
7,21,-57,-80,-94,-71,-60,-66,-400
-23,-13,-14,-65,-52,-53,-29,36,-213
-18,3,-24,-47,-51,-18,-30,15,-170
-6,7,-8,-42,-8,-15,-17,10,-79
-21,-7,-36,-68,-62,-31,-65,18,-272
8,13,-18,-60,-70,-11,-14,1,-151
25,54,-16,-64,-51,-48,-22,-12,-134
-13,3,-6,-53,-92,-39,-63,-10,-273
-2,9,-22,-28,-48,-27,-28,-17,-163
-38,-5,-43,-87,-37,-24,-49,9,-274
-23,6,-44,-70,-37,-40,-42,-47,-297
-58,-23,-48,-94,-96,-29,-38,-16,-402
-21,-10,-27,-78,-97,-32,-61,19,-307
-44,7,-59,-103,-75,-57,-54,14,-371
26,15,-17,-89,-70,-80,-64,-24,-303
5,17,10,-10,-34,1,-14,9,-16
-34,-5,-43,-70,-93,29,-24,62,-178
-20,19,-21,-49,-58,-56,-61,-23,-269
27,26,-67,-111,-162,-152,-140,-115,-694
-14,12,-24,-47,-54,-5,-28,21,-139
-3,-2,-7,-26,-23,-6,-19,36,-50
-42,-34,-55,-84,-74,-12,-70,19,-352
-23,8,-27,-60,-15,-21,-31,-12,-181
4,29,-10,-73,-80,-4,-32,-20,-186
-36,-33,-31,-62,-72,-36,-31,28,-273
-8,18,-39,-90,-135,-22,-54,24,-306
-25,-22,-11,-52,-55,-35,-37,0,-237
12,11,-1,-12,3,4,6,0,23
6,-7,-8,-40,-67,-33,-53,-4,-206
-1,1,-15,-38,-37,-28,-31,-18,-167
-9,8,-30,-81,-102,-70,-66,-47,-397
26,6,-11,-48,-79,-58,-66,-23,-253
-24,2,-29,-54,-52,-47,-47,-26,-277
7,1,-27,-35,-13,-1,-25,7,-86
-7,12,-9,-60,-142,-55,-72,31,-302
-14,2,-28,-57,-53,-30,-59,-4,-243
30,47,-44,-139,-105,-123,-80,-77,-491
-67,-11,-58,-113,-80,-41,-61,-34,-465
8,-30,-43,-88,-113,-53,-91,-34,-444
-27,41,-47,-105,-54,-60,-33,-38,-323
-6,-2,-37,-41,-92,-52,-59,-29,-318
-13,8,-7,-36,-47,-44,-34,-12,-185
15,-3,-13,-33,-58,-51,-32,-29,-204
-14,-6,-23,-38,-51,-5,-43,11,-169
-47,-2,-27,-91,-77,-16,-46,14,-292
-3,-6,-10,-42,-49,-48,-28,-20,-206
-21,20,-31,-69,-88,-43,-59,-20,-311
42,2,-25,-36,-161,-106,-99,-75,-458
-9,-38,-4,-33,-14,-17,-27,4,-138
-22,-2,-35,-59,-61,-38,-43,-16,-276
1,-21,17,-29,-69,-43,-57,9,-192
-20,-1,-16,-51,-31,-15,-18,-5,-157
26,-2,-22,-50,-113,-54,-63,-24,-302
12,9,-17,-43,-40,-32,-21,-20,-152
-3,-6,-10,-33,-96,-56,-58,-23,-285
65,-2,-12,5,-180,-113,-106,-46,-389
-8,35,-32,-91,-61,-50,-48,-33,-288
-19,26,-53,-69,-78,-62,-66,-17,-338
-17,-17,-52,-130,-125,-111,-58,-44,-554
-24,-2,-33,-84,-72,-50,-56,-27,-348
-4,16,-21,-64,-52,-55,-25,-17,-222
-12,-12,-24,-106,-171,-80,-72,-37,-514
-12,-16,-42,-73,-84,-49,-40,17,-299
-6,27,-32,-40,-5,5,-40,37,-54
-22,38,-65,-154,-160,-116,-74,-37,-590
-42,-27,-55,-83,-64,-68,-107,-54,-500
-22,-8,-18,-44,-21,-25,-31,-12,-181
43,-2,-40,-51,-156,-113,-111,-72,-502
21,-45,-11,-81,-189,-116,-117,-28,-566
4,41,-14,-81,-91,-69,-61,4,-267
-36,1,-23,-63,-54,-26,-45,-4,-250
-15,-4,-22,-43,-30,-17,-25,3,-153
16,2,-13,-60,-105,-85,-68,-41,-354
0,11,-18,-45,-72,-44,-51,-25,-244
22,36,4,-28,-56,-34,-24,16,-64
-4,-8,-24,-25,-105,-39,-50,-33,-288
-26,-8,-18,-50,-49,-27,-41,5,-214
11,-7,-18,-23,-67,-58,-36,-48,-246
-24,-18,-44,-122,-120,-58,-73,-39,-498
57,10,-35,-79,-169,-127,-117,-73,-533
-19,11,-1,-44,-33,-21,-8,9,-106
-96,-13,-88,-225,-205,-99,-172,-46,-944
-43,-46,-50,-68,-59,-32,-50,-35,-383
24,12,-14,-21,-109,-50,-68,-24,-250
43,-4,-15,-36,-154,-120,-89,-80,-455
13,11,0,-19,-34,-43,-25,-4,-101
-8,5,-10,-27,-21,-6,-12,-15,-94
3,-17,-18,-54,-90,-37,-52,-15,-280
72,-9,-10,-88,-158,-130,-109,-13,-445
-19,-28,-30,-34,-51,-10,-35,20,-187
-45,-24,-52,-81,-81,-53,-54,3,-387
41,7,-7,-29,-105,-38,-53,-10,-194
-24,28,-12,-64,-8,3,-22,-25,-124
-4,-15,-16,-38,-67,-31,-35,-18,-224
-15,8,-24,-65,-58,-44,-51,-29,-278
0,0,-31,-67,-126,-23,-81,12,-316
-26,0,-21,-66,-50,-30,-43,-21,-257
-24,13,-46,-77,-70,-47,-64,-2,-317
-13,9,-35,-54,-48,-33,-44,-20,-238
-16,-16,-26,-44,-38,-21,-13,5,-169
-16,17,-9,-39,-36,10,-17,-3,-93
8,9,-15,-15,-50,-31,-37,-9,-140
-10,-13,-15,-58,-69,-46,-42,-18,-271
20,15,-27,-51,-95,-85,-73,-56,-352
1,-1,-31,-50,-21,-6,-11,23,-96
-24,-31,-45,-126,-173,-144,-126,-131,-800
-46,29,-31,-85,-56,-19,-54,6,-256
0,-5,-41,-90,-155,-103,-84,-13,-491
-12,4,-2,-40,-33,2,-18,18,-81
-12,11,-23,-77,-50,-36,-35,17,-205
-69,9,-66,-120,-67,-44,-71,-8,-436
-16,1,-18,-46,-30,-22,-24,6,-149
-6,3,-13,-55,-98,-15,-71,-3,-258
-34,8,-55,-144,-110,-77,-106,-42,-560
-30,-4,-34,-55,-42,-23,-50,0,-238
-71,-1,-56,-108,-76,-41,-83,-36,-472
-11,8,-24,-65,-73,-42,-66,-21,-294
12,-29,-35,-60,-133,-82,-86,-50,-463
6,7,-4,-31,-33,-41,-34,-17,-147
-12,22,-40,-56,-25,-24,-41,-9,-185
-36,5,-21,-61,-32,-22,-36,-40,-243
-2,22,-70,-60,-85,-55,-71,8,-313
77,31,-50,-86,-122,-161,-97,-108,-516
-15,5,-59,-84,-52,-24,-44,6,-267
4,28,-2,-26,-8,-18,-15,-15,-52
31,31,-16,-49,-102,-75,-38,-25,-243
-17,-7,-18,-22,-38,-28,-29,16,-143
-3,14,-41,-70,-47,-62,-54,-26,-289
-20,38,-66,-86,-95,-43,-88,66,-294
-21,-24,-13,-43,-60,-25,-28,8,-206
-31,29,-81,-101,-107,-38,-62,-9,-400
-9,12,-17,-31,-58,5,-18,-2,-118
-22,-4,-23,-36,-41,-33,-51,-32,-242
-8,23,-18,-23,-25,-21,-26,35,-63
-10,24,-54,-107,-196,-91,-126,-69,-629
-19,-8,-12,-57,-50,-52,-61,-5,-264
-26,4,-13,-43,-34,-15,-34,3,-158
-17,1,-14,-31,-8,-16,-32,-1,-118
-23,-11,-36,-35,-40,-11,-11,-7,-174
-6,15,-32,-54,-74,-62,-57,-49,-319
7,13,3,-3,-42,3,-56,42,-33
11,-6,-1,-41,-141,-100,-76,-19,-373
-42,-13,-26,-103,-56,-25,-54,-10,-329
-52,-42,-54,-134,-78,-16,-55,32,-399
-3,10,-10,-64,-30,-53,-53,-30,-233
0,-10,-9,-19,-52,-40,-22,-27,-179
-22,-1,-9,-41,-43,-15,-13,16,-128
-23,11,-38,-54,-37,-9,-24,-28,-202
8,8,-30,-53,-81,-58,-78,-24,-308
-8,-10,-25,-41,-69,-48,-51,-16,-268
9,17,-23,-15,-47,-49,-44,-14,-166
-15,3,-17,-39,-85,-4,-52,20,-189
6,-1,-8,-70,-86,-84,-58,-32,-333
-16,-6,-25,-31,-64,-17,-32,-5,-196
-40,-44,-93,-92,-195,-116,-158,-35,-773
-12,21,-39,-70,-65,-27,-46,-31,-269
-27,-3,-52,-122,-108,-64,-92,-58,-526
-46,1,-48,-78,-41,-32,-51,-11,-306
-11,-4,-9,-18,-49,-21,-24,-2,-138
-13,-3,-15,-63,-48,-11,-49,-2,-204
7,-11,-64,-110,-106,-86,-127,39,-458
-10,-3,-11,-31,-43,-20,-21,-11,-150
16,-7,-36,-30,-133,-87,-90,-54,-421
6,-1,-19,-9,-47,-11,-19,-15,-115
-5,19,-18,-34,-13,-11,-22,-6,-90
3,-20,-44,-116,-258,-143,-119,-26,-723
2,4,-10,-49,-68,-45,-48,-22,-236
-5,18,-82,-142,-109,-64,-96,-76,-556
-10,29,-18,-43,-41,10,-20,-3,-96
-18,10,-27,-52,1,-6,-26,-15,-133
47,41,22,36,-65,-29,-49,38,41
-4,45,-21,-107,-52,-52,-47,26,-212
-15,-9,-11,-38,-71,-39,-34,-8,-225
18,0,-21,-51,-110,-78,-72,-45,-359
2,2,-22,-35,-79,-14,-38,21,-163
-20,6,-31,-59,-59,-26,-41,-31,-261
16,7,-18,-17,-36,-17,-48,2,-111
73,42,-26,-65,-156,-71,-88,44,-247
18,13,-58,-83,-101,-77,-95,-13,-396
-18,21,-37,-82,-58,-55,-78,-39,-346
-40,8,-56,-144,-113,-90,-90,-39,-564
-1,3,-11,-21,-43,-22,-26,-1,-122
-32,16,-87,-95,-51,-61,-102,-64,-476
13,15,-11,-45,-55,-48,-34,-7,-172
10,-9,-51,-146,-204,-164,-104,-93,-761
-62,-33,-105,-210,-148,-136,-122,-34,-850
-37,-28,-61,-39,-96,-6,-49,21,-295
16,-3,-34,-66,-132,-91,-81,-43,-434
-18,-15,-14,-36,-31,-16,-11,18,-123
-21,-11,-16,-62,-93,-39,-41,27,-256
36,1,-41,-30,-127,-97,-96,-85,-439
16,3,-7,-21,-38,-22,-38,32,-75
1,0,-12,-16,-39,-15,-33,0,-114
-8,24,-26,-74,-136,-102,-88,-23,-433
-28,-25,-17,-55,-48,-26,-25,-11,-235
20,-4,-4,-41,-87,-75,-50,-48,-289
-13,0,-31,-68,-45,-74,-54,-34,-319
-62,-41,-106,-162,-163,-119,-157,-60,-870
32,12,-6,-28,-107,-82,-56,-22,-257
-13,-14,-2,-24,-73,-33,-38,-4,-201
14,17,-14,-13,-36,-22,-27,-12,-93
-8,-26,-7,-30,-66,-57,-44,-6,-244
-13,-4,-23,-43,-74,-40,-52,-20,-269
-31,5,-30,-99,-123,-32,-62,-10,-382
-14,-2,-13,-46,-50,-49,-21,-14,-209
-16,4,-38,-55,-41,-10,-30,3,-183
-13,13,-16,-59,-52,-27,-32,10,-176
-6,12,-28,-35,-21,-23,-19,-4,-124
-10,10,-27,-32,-110,-6,-49,4,-220
9,-18,-39,-45,-68,-74,-54,-37,-326
19,40,3,-53,-23,-38,-16,26,-42
-22,-16,-20,-41,-53,-29,-27,-17,-225
42,-2,-12,-57,-180,-147,-111,-71,-538
-17,19,-30,-40,-2,15,-7,21,-41
24,5,10,-64,-15,-9,-27,52,-24
21,-8,-31,-55,-130,-82,-82,-25,-392
49,-5,-5,-10,-124,-122,-49,-44,-310
-12,12,-14,-38,-27,-8,-34,32,-89
-22,-16,-30,-41,-87,-31,-45,-11,-283
-4,-13,-11,-93,-119,-135,-99,-24,-498
17,-1,-1,-14,-94,-50,-43,-23,-209
-40,7,-32,-88,-59,-22,-39,40,-233
-36,38,-54,-124,-46,-64,-75,-27,-388
-69,-98,-58,-92,-207,-122,-179,-27,-852
3,9,-5,-19,-35,-30,-24,-16,-117
-27,-30,-54,-92,-64,-48,-56,-51,-422
2,-2,-11,-19,-61,-17,-33,-7,-148
-28,15,-61,-153,-125,-128,-93,1,-572
1,0,2,-19,-47,-10,-23,45,-51
3,27,-22,-44,-57,-43,-47,-18,-201
12,27,-20,-31,-34,-21,-20,-7,-94
25,2,-15,-33,-123,-86,-68,-43,-341
-84,-40,-114,-209,-191,-97,-154,-45,-934
-1,-18,-27,-37,-106,-52,-66,3,-304
-25,52,-63,-130,-86,-117,-92,-63,-524
13,28,-13,-14,-37,-33,-21,-21,-98
5,56,6,0,5,25,-35,30,92
-6,-20,2,-31,-83,-46,-23,-12,-219
47,-5,23,7,-142,-48,-79,-26,-223
1,-9,-7,-30,-92,-31,-23,-14,-205
-23,-11,-29,-93,-83,-69,-51,11,-348
-34,-21,-42,-59,-40,-31,-37,-13,-277
14,-17,-26,-43,-146,-91,-71,-21,-401
-8,38,-72,-127,-82,-54,-60,-36,-401
11,24,-29,-78,-34,-74,-52,-24,-256
-16,16,-25,-43,-21,-20,-37,9,-137
-46,-23,-32,-58,-58,-17,-61,-1,-296
7,-11,0,-26,-145,-34,-64,5,-268
-1,34,-6,-56,-65,-42,-51,14,-173
-22,-11,-32,-46,-52,-20,-46,-9,-238
14,19,-40,-64,-102,-20,-57,-20,-270
30,4,-17,-18,-134,-46,-45,-42,-268
-16,2,-19,-50,-53,-29,-35,-7,-207
-37,1,-63,-152,-149,-126,-132,-4,-662
-30,3,-48,-67,-41,-47,-51,-28,-309
1,-6,-6,-38,-91,-20,-49,46,-163
-24,21,-35,-53,-13,-26,-21,-3,-154
-15,-4,-14,-71,-59,-60,-39,-9,-271
30,50,8,36,-96,2,-46,60,44
-2,8,-26,-55,-65,-8,-30,40,-138
-54,-24,-61,-139,-143,-74,-83,-43,-621
-50,-77,-47,-139,-95,-86,-113,-37,-644
-36,43,-34,-68,-18,-6,-31,-21,-171
2,33,-31,-82,-95,-84,-74,-41,-372
-17,0,-32,-57,-67,-47,-56,-29,-305
-49,-41,-37,-80,-95,-25,-42,-1,-370
7,7,-31,-73,-90,-38,-36,-15,-269
12,-6,-23,-72,-127,-103,-52,-45,-416
16,-24,-6,-6,-99,-29,-50,29,-169
12,-5,-19,-64,-121,-79,-73,-28,-377
15,10,-8,8,-59,-10,-12,11,-45
51,-3,7,-27,-142,-79,-77,-53,-323
-31,-2,-36,-80,-42,-31,-26,-6,-254
22,14,-10,-42,-99,-67,-53,-51,-286
-12,1,-1,-52,-62,-23,-34,9,-174
-2,4,-25,-95,-63,-65,-63,-12,-321
-43,1,-55,-152,-150,-135,-114,-42,-690
-14,6,-17,-23,-35,-7,-21,-11,-122
-24,-31,-19,-50,-79,-57,-72,-42,-374
23,8,-5,-43,-77,17,-26,22,-81
-13,14,-30,-56,-35,-43,-36,-12,-211
-19,-17,-16,-39,-41,-9,-28,14,-155
-27,-19,-37,-71,-63,-53,-46,-35,-351
32,19,-8,-28,-60,-43,-25,-38,-151
-18,-10,-28,-45,-49,-40,-24,-18,-232
-11,21,-20,-32,-26,-17,-24,9,-100
-4,-21,-30,-47,-73,-37,-47,-16,-275
-23,-2,-37,-47,-33,-21,-46,-4,-213
-52,-27,-31,-97,-89,-43,-38,-1,-378
29,38,14,20,-13,-19,-74,18,13
-8,16,-20,-50,-42,-28,-45,-1,-178
-7,6,-6,-64,-84,-70,-41,-15,-281
-17,5,-9,-102,-63,-42,-82,81,-229
-1,21,3,-49,-31,-27,-30,8,-106
-6,13,-44,-52,-75,-24,-72,-34,-294
-11,-5,-29,-40,-122,-24,-49,10,-270
-38,-27,-41,-100,-106,-56,-50,-6,-424
-4,14,15,-43,-61,4,-32,10,-97
-39,3,-134,-160,-108,-67,-103,-55,-663
-16,20,-44,-105,-134,-42,-74,23,-372
6,-1,-48,-104,-148,-83,-112,-1,-491
-3,-14,-12,-25,-31,-28,-25,-12,-150
-20,13,-39,-73,-76,-39,-43,2,-275
-37,19,-50,-123,-80,-79,-97,-37,-484
29,41,-19,-134,-163,-96,-78,-16,-436
-55,-9,-44,-113,-67,-74,-72,-6,-440
-5,15,-30,-38,-41,-27,-31,-36,-193
-16,4,-26,-54,-48,-21,-23,-13,-197
3,21,-36,-75,-71,-76,-85,-43,-362
-12,3,-23,-47,-60,-46,-44,8,-221
-12,15,-28,-49,-22,-15,-32,4,-139
6,-3,-13,-42,-67,-9,-16,18,-126
-20,-8,-33,-61,-68,-38,-50,-10,-288
62,51,-71,-169,-80,-153,-64,-101,-525
-7,14,-27,-54,-39,-14,-29,-12,-168
-38,-7,-61,-75,-58,-27,-50,-23,-339
-11,20,-36,-63,-20,-50,-54,-25,-239
-6,39,-62,-217,-121,-124,-95,-10,-596
-7,-4,-8,-28,-37,-16,-14,13,-101
-31,5,-31,-67,-61,-43,-32,-13,-273
-10,-17,-35,-45,-90,-58,-58,-22,-335
-4,-2,-24,-89,-135,-91,-78,-13,-436
-42,-24,-35,-95,-86,-25,-44,17,-334
54,59,-31,-24,-101,-44,-57,1,-143
18,20,-47,-105,-175,-76,-104,-8,-477
35,-4,-20,-14,-98,-74,-62,-52,-289
-13,22,-34,-86,-103,-52,-79,-35,-380
-13,-11,-7,-40,-40,-28,-32,-16,-187
-26,1,-20,-45,-37,0,-11,-21,-159
-23,-12,-30,-44,-40,-21,-49,7,-212
-56,-1,-41,-80,-88,-27,-51,17,-327
