protein-water,protein-carbon,hydrogen bond (long-range),pi-pi (long-range),disorder (long),K-Beta similarity,disorder (short),electrostatic (short-range),8-feature sum
-16,22,-20,-45,-55,-51,-7,59,-113
-4,26,-32,-41,-37,-38,-12,28,-110
72,16,-79,-104,-112,-113,-16,127,-209
31,15,-5,-32,-73,-102,-7,70,-103
23,21,-24,0,-29,-17,4,33,11
26,38,-59,-53,-56,-110,12,71,-131
30,-21,-34,-16,-63,-67,8,2,-161
38,-14,-24,-1,-48,-35,-3,37,-50
-2,27,-27,-32,-23,-106,-6,68,-101
19,6,-13,-29,-38,-27,4,32,-46
8,41,2,-19,4,-64,-1,61,32
18,16,-23,2,-27,-35,5,24,-20
25,38,-33,-19,-72,-93,-21,37,-138
10,24,-6,-8,-29,-53,-17,40,-39
2,25,-38,-24,-49,-46,-18,28,-120
30,17,-48,-38,-67,-45,5,34,-112
74,13,2,21,-81,-27,1,114,117
-13,34,-33,-18,-87,-100,-57,81,-193
10,1,-32,-27,-43,-42,9,34,-90
-14,11,3,8,-33,7,-6,40,16
10,20,-49,-30,-94,-66,-20,72,-157
18,2,-22,-27,-12,-55,-2,46,-52
12,54,-36,-36,-78,-47,1,116,-14
16,11,-36,-23,-23,-57,-18,54,-76
-4,13,-30,-18,-83,-21,4,64,-75
0,19,-42,-46,-52,-61,7,65,-110
34,16,-32,-19,-53,-58,-3,16,-99
27,24,-36,-31,-63,-58,34,75,-28
44,21,8,4,-54,-54,2,102,73
14,5,-26,-21,-73,-44,-22,23,-144
15,33,-72,-46,-182,-126,-35,74,-339
11,9,-28,-1,-25,-38,-7,46,-33
27,-15,-37,-10,-149,-79,-10,121,-152
14,32,-45,-48,-96,-123,-11,66,-211
9,20,-42,-39,-93,-65,-15,87,-138
-1,0,-41,-28,-46,-78,-4,40,-158
15,29,-19,-25,-25,-28,17,31,-5
5,1,-44,-36,-55,-67,-13,36,-173
-10,2,-39,-19,-35,-36,-10,48,-99
22,0,-38,-33,-93,-77,10,25,-184
31,9,-58,-10,-107,-88,-4,45,-182
30,29,-16,-22,-29,-44,-11,44,-19
45,5,-50,-24,-73,-92,-8,14,-183
8,8,-1,21,-19,-19,6,25,29
23,5,-18,-4,-19,-35,7,27,-14
5,-10,-20,-12,-45,-46,3,44,-81
45,16,-16,14,-43,-28,3,47,38
27,24,-28,9,-136,-88,28,58,-106
1,26,-33,-26,-17,-23,-1,34,-39
10,16,-16,-24,-22,-33,6,23,-40
19,28,-28,-23,-69,-83,-5,51,-110
7,26,-31,-7,-27,-18,18,29,-3
14,20,-26,-15,-28,-54,-10,34,-65
-32,39,-55,-92,-124,-76,-34,131,-243
10,2,-53,-29,-85,-51,-2,34,-174
9,5,-50,-8,-102,-43,-15,61,-143
-16,15,-48,-56,-70,-47,14,69,-139
64,59,-54,23,-125,-117,19,87,-44
21,17,-25,-33,-32,-47,-25,56,-68
28,-39,-72,-6,-176,-119,-2,65,-321
24,19,-33,-18,-42,-70,9,38,-73
73,-29,-45,28,-145,-118,-5,74,-167
13,-4,-19,-24,-49,-58,-1,29,-113
0,19,-11,-22,-44,-32,-5,13,-82
7,25,-26,-28,-36,-63,21,81,-19
74,49,-47,1,-84,-68,34,23,-18
-30,23,-68,-75,-55,-131,-22,32,-326
25,23,-4,-11,-22,-40,2,61,34
4,17,-38,-7,-60,-52,-14,31,-119
49,4,-34,5,-63,-94,-6,46,-93
-14,1,-45,-22,-53,-33,-8,25,-149
44,17,-67,-17,-129,-104,9,52,-195
11,32,0,-27,-19,-58,-30,54,-37
47,11,-47,-37,-101,-154,-12,29,-264
13,-14,-34,-22,-63,-47,2,23,-142
12,12,-31,-23,-60,-43,7,24,-102
17,14,-6,-6,-11,-28,-1,35,14
20,8,-29,-9,-30,-5,12,38,5
1,0,-24,-29,-53,-41,-12,24,-134
6,-1,-18,-33,-35,-39,-2,26,-96
-6,-7,-51,-58,-86,-98,-15,47,-274
7,-13,-21,-3,-44,-24,-1,25,-74
7,-1,-38,-14,-31,-40,-26,6,-137
47,3,2,-35,-61,-81,-3,62,-66
35,-28,-53,-28,-142,-133,-54,78,-325
46,-8,-31,1,-61,-72,-11,22,-114
12,-1,-43,-14,-93,-98,-31,56,-212
-13,1,-42,-59,-44,-104,-40,45,-256
0,23,-57,-6,-105,-48,6,76,-111
75,-2,-3,-91,-60,-139,45,134,-41
6,2,-21,-29,-35,-47,1,7,-116
14,-26,-47,-14,-91,-69,3,23,-207
18,1,-45,-21,-100,-64,-9,46,-174
15,9,-63,-74,-91,-120,-26,93,-257
5,17,-17,-24,-16,-21,16,28,-12
12,-9,-17,-7,-42,-7,-10,26,-54
5,-32,-45,-13,-158,-104,-6,89,-264
-2,-11,-66,-38,-76,-76,-4,29,-244
-4,16,-54,-35,-81,-80,-26,26,-238
29,11,3,-44,-21,-40,-2,68,4
-4,-2,-37,-46,-36,-64,-19,40,-168
7,14,-9,-8,-27,-24,10,40,3
2,-3,-44,-32,-69,-65,-6,71,-146
-1,33,-46,-24,-64,-46,9,48,-91
69,63,-61,-27,-67,-79,26,106,30
6,5,-36,-25,-89,-59,-7,46,-159
-1,7,-22,-7,-56,-29,1,25,-82
2,5,-26,-18,-38,-76,-37,55,-133
5,33,-32,-21,-28,-72,-28,25,-118
16,6,-40,-60,-87,-81,-21,48,-219
4,-3,-45,-50,-86,-76,-27,73,-210
19,11,-46,-63,-82,-86,-36,67,-216
56,59,-35,-10,-85,-98,6,88,-19
-5,10,9,12,-25,-10,-8,39,22
-4,-12,-60,-42,-80,-32,-2,42,-190
7,20,-24,-25,-50,-56,-32,41,-119
14,32,-62,-24,-114,-166,-60,78,-302
-5,5,-38,-44,-52,-20,-6,57,-103
40,1,-7,-3,-50,-41,-4,61,-3
-2,-13,-36,-42,-59,-59,-17,92,-136
-8,27,-10,-25,-16,-39,-16,40,-47
21,23,-11,-38,-73,-26,6,66,-32
32,4,-35,-48,-71,-67,-10,52,-143
19,19,-63,-34,-139,-70,-25,109,-184
2,-3,-30,-36,-46,-39,5,12,-135
37,23,-7,-4,4,-39,18,20,52
7,12,-34,-9,-45,-70,-25,44,-120
-10,7,-22,-17,-39,-30,6,20,-85
18,14,-57,-36,-84,-94,-24,59,-204
28,17,-26,-19,-63,-94,6,56,-95
-1,1,-22,-13,-43,-65,-29,27,-145
31,15,6,-4,-33,-61,-15,90,29
24,19,-68,-41,-115,-52,-3,76,-160
44,28,-44,-10,-76,-63,-2,46,-77
2,65,-26,-50,-52,-113,-17,80,-111
-26,16,-63,-61,-68,-68,-13,48,-235
24,-23,-66,-51,-113,-136,-38,81,-322
18,50,-42,-16,-70,-103,-16,76,-103
22,4,-35,-25,-77,-78,-20,46,-163
9,7,-24,-19,-50,-41,-12,15,-115
24,16,-30,-9,-53,-59,8,27,-76
8,5,-44,-21,-26,-69,-23,40,-130
-27,0,-32,-61,-73,-27,-3,62,-161
3,19,-3,-24,-23,-35,11,29,-23
13,7,-60,-38,-84,-85,-5,39,-213
23,-6,-86,0,-152,-126,1,55,-291
17,-10,-12,-11,-21,-35,-8,36,-44
16,6,-25,-3,-66,-62,-19,48,-105
12,8,-6,-26,-37,-49,-13,40,-71
9,16,-26,-12,-36,-34,-19,33,-69
29,2,-59,-17,-124,-73,6,39,-197
49,7,7,-11,-12,-93,-28,74,-7
0,-4,-50,-3,-100,-58,-7,39,-183
44,18,-62,20,-147,-103,1,59,-170
43,45,-65,-45,-75,-100,11,66,-120
-5,30,-57,-27,-76,-77,-28,53,-187
33,25,-35,-43,-78,-123,1,88,-132
14,15,-52,-45,-50,-82,-7,36,-171
18,28,-12,-21,-33,-53,1,47,-25
-8,8,-61,-61,-154,-78,13,37,-304
8,-22,-65,-46,-79,-85,-15,44,-260
12,18,-32,-41,-27,-38,-31,61,-78
11,43,-73,-57,-139,-136,-20,120,-251
17,-18,-35,-44,-50,-127,-46,38,-265
16,16,-4,-26,-17,-43,-12,24,-46
87,8,-66,-14,-157,-147,-10,85,-214
41,-27,-61,-38,-172,-133,-3,69,-324
9,36,-33,-30,-75,-36,4,73,-52
-11,12,-41,-31,-46,-37,-11,35,-130
-4,13,-29,-30,-9,-35,-13,34,-73
5,6,-41,-14,-113,-73,-2,31,-201
29,30,-31,-21,-57,-57,-1,73,-35
34,31,-7,-2,-81,-35,-6,60,-6
0,-33,-57,-7,-101,-58,-6,21,-241
0,4,-36,-30,-41,-37,-6,35,-111
30,2,-31,9,-59,-54,10,7,-86
30,19,-48,-50,-102,-122,-7,107,-173
23,20,-70,5,-177,-120,-10,99,-230
-6,19,-1,-38,-16,-22,10,40,-14
-1,28,-118,-115,-193,-169,-34,98,-504
1,-27,-47,-33,-54,-77,-22,17,-242
8,8,-49,-3,-121,-61,0,61,-157
11,-16,-57,-21,-155,-102,13,38,-289
17,19,-2,-6,-24,-36,16,47,31
9,17,-19,-22,-8,-38,5,22,-34
19,-12,-31,-17,-104,-62,-20,66,-161
61,5,-19,-38,-106,-189,-10,123,-173
32,-23,-50,-45,-57,-57,-3,54,-149
20,-7,-15,-56,-46,-78,-29,51,-160
2,-3,-45,2,-128,-52,14,93,-117
21,63,-39,2,-27,-16,20,8,32
38,8,-37,-26,-79,-64,3,28,-129
-1,10,-31,-10,-50,-51,-14,19,-128
8,1,-80,-40,-155,-71,-8,99,-246
-12,10,-34,-22,-45,-45,0,29,-119
-6,17,-42,-30,-78,-75,-14,63,-165
4,19,-41,-20,-31,-75,-12,39,-117
-1,8,-27,-26,-10,-55,-9,31,-89
-13,13,-31,-27,-37,1,10,22,-62
19,6,-3,-15,-41,-55,-22,34,-77
-3,5,-38,-32,-60,-54,6,29,-147
31,26,-43,-2,-79,-106,-8,50,-131
20,8,-21,-38,-39,-51,-6,50,-77
30,25,-68,-43,-134,-172,-53,23,-392
15,40,-28,-49,-48,-24,-21,64,-51
-4,6,-46,-35,-110,-106,-9,108,-196
0,17,-22,-24,-29,-4,12,35,-15
7,18,-22,-24,-57,-53,-8,72,-67
2,32,-31,-50,-66,-101,-56,51,-219
-4,8,-25,-26,-25,-32,4,29,-71
13,1,-36,-17,-124,-41,1,69,-134
13,23,-47,-51,-125,-122,-30,98,-241
-5,9,-31,-24,-40,-45,-14,25,-125
-13,14,-49,-49,-81,-86,-37,30,-271
12,7,-26,-42,-51,-82,-33,50,-165
10,-5,-65,-32,-121,-100,-8,21,-300
35,13,-10,-2,-35,-41,-2,25,-17
30,41,-23,3,-16,-60,-8,35,2
-16,28,-25,-23,-32,-36,-19,35,-88
53,12,-75,-22,-108,-116,-45,78,-223
55,40,-52,20,-114,-181,6,80,-146
10,5,-40,-29,-80,-73,-13,83,-137
24,38,-1,-10,-25,-53,2,13,-12
7,24,-47,-13,-66,-67,4,57,-101
12,11,-27,-28,-39,-33,-10,34,-80
31,38,-36,-25,-26,-82,2,42,-56
67,27,-77,-26,-120,-119,-53,84,-217
12,-3,-29,-43,-48,-47,-3,21,-140
18,23,-89,-48,-121,-59,-36,76,-236
17,-1,-53,-22,-59,-32,2,36,-112
11,7,-26,-3,-59,-53,-8,25,-106
15,12,-32,-10,-47,-22,-9,37,-56
16,17,-132,-51,-239,-100,-29,54,-464
1,18,-13,-23,-28,-56,-8,43,-66
9,18,-19,-12,-42,-23,-6,29,-46
-6,3,-15,-13,0,-25,5,33,-18
2,-2,-33,-20,-32,-44,-7,7,-129
5,22,-43,-13,-62,-73,1,38,-125
8,8,-26,17,-62,-31,-1,45,-42
36,9,-35,-11,-130,-88,-16,68,-167
5,24,-33,-52,-37,-91,8,46,-130
-22,-23,-56,-89,-80,-116,-21,97,-310
-4,19,-11,-4,-12,-69,-5,56,-30
17,0,-33,3,-51,-43,11,16,-80
0,3,-31,-24,-32,-14,9,30,-59
22,23,-44,-10,-55,-60,-15,30,-109
-4,-6,-41,2,-79,-57,-21,63,-143
22,3,-27,-12,-56,-75,-18,30,-133
15,16,-26,0,-53,-43,-5,30,-66
4,5,-52,-25,-73,-57,-19,73,-144
38,30,-14,-21,-59,-73,-12,56,-55
12,14,-42,-27,-56,-38,-6,17,-126
-67,-51,-135,-10,-193,-142,-51,91,-558
17,37,-42,-35,-52,-63,-34,63,-109
48,50,-68,-66,-93,-127,-3,76,-183
-2,18,-47,-38,-22,-63,-29,32,-151
-11,7,-28,-16,-55,-16,-2,30,-91
-2,-13,-48,-28,-66,-57,-26,29,-211
81,13,-19,-44,-94,-203,-66,194,-138
3,-10,-24,-22,-44,-40,-5,35,-107
11,-20,-70,-11,-101,-100,-10,53,-248
36,-1,-49,-2,-66,-50,9,41,-82
19,26,-22,-6,-30,-38,-2,40,-13
14,8,-111,-72,-264,-131,11,144,-401
4,14,-26,-15,-63,-54,-3,32,-111
27,3,-64,13,-117,-176,-26,138,-202
13,28,-27,-2,-41,-22,3,34,-14
0,27,-9,-19,-3,-28,-1,32,-1
28,12,-10,57,-110,-10,-6,77,38
12,67,-11,-35,-84,-44,-2,125,28
4,-7,-29,-35,-50,-53,-13,21,-162
16,-3,-50,0,-105,-76,3,54,-161
30,17,-78,-14,-122,-34,7,65,-129
55,39,-49,-16,-58,-59,15,41,-32
30,12,-24,10,-51,-68,-35,55,-71
46,31,-54,16,-154,-111,10,164,-52
65,3,-73,-28,-100,-175,-51,99,-260
-3,23,-29,-13,-63,-85,-26,48,-148
0,18,-55,-55,-95,-110,-12,77,-232
18,12,-31,-13,-44,-34,-5,19,-78
1,5,-38,1,-45,-134,-79,74,-215
12,32,-19,-20,-22,-73,7,58,-25
35,23,-80,-63,-184,-147,15,62,-339
35,29,-61,-57,-157,-204,-50,141,-324
8,-22,-73,-45,-107,-69,-18,70,-256
33,30,-77,-39,-157,-85,-3,59,-239
5,-8,-27,-32,-27,-48,-7,33,-111
28,2,-24,-56,-81,-43,-14,47,-141
32,3,-59,7,-112,-110,-22,35,-226
43,6,-14,-14,-20,-45,-19,52,-11
4,9,-34,1,-47,-33,2,17,-81
13,35,-36,-30,-119,-80,6,77,-134
14,-4,-3,-16,-21,-69,-18,56,-61
37,10,-39,-18,-83,-78,7,27,-137
9,32,-27,-25,-35,-76,-1,33,-90
25,-13,-94,-69,-160,-177,-57,36,-509
18,12,-39,-10,-99,-77,0,40,-155
-3,-23,-27,-21,-67,-15,-2,21,-137
15,5,-42,0,-44,-28,2,24,-68
19,7,-21,-15,-47,-52,1,37,-71
23,19,-34,-31,-40,-55,-14,35,-97
-30,23,-43,-49,-122,-24,13,78,-154
8,10,-7,-17,-35,-36,2,28,-47
17,-11,-42,-29,-35,-78,-17,50,-145
26,32,-36,-50,-38,-67,-11,36,-108
6,11,-11,-4,-36,-26,-15,40,-35
4,3,-60,-32,-111,-56,-18,69,-201
12,2,-43,-11,-63,-90,-9,30,-172
25,47,0,-8,-45,-29,15,68,73
2,10,-24,-31,-31,-39,-12,21,-104
46,42,-61,-43,-147,-105,-6,37,-237
16,20,-34,-24,-16,-35,-8,53,-28
45,50,-9,-39,-31,-14,28,102,132
22,8,-43,-15,-97,-103,-22,70,-180
47,-2,-42,4,-97,-111,15,45,-141
-2,10,-12,-13,-26,-32,-19,50,-44
21,-2,-90,-29,-86,-62,-4,43,-209
24,28,-27,-83,-101,-120,-28,84,-223
15,2,-31,-26,-68,-49,-6,21,-142
-18,13,-39,-62,-65,-50,-4,66,-159
12,48,-33,-28,-77,-102,-29,82,-127
-87,-107,-108,-19,-171,-167,-83,74,-668
6,21,2,2,-21,-36,9,26,9
-3,8,-38,-36,-70,-89,-10,33,-205
13,9,-23,0,-41,-33,-5,33,-47
31,11,-33,-45,-131,-149,-18,114,-220
35,24,-12,-5,-58,-36,6,66,20
-2,18,-38,-17,-42,-42,-14,39,-98
2,26,-28,-13,-33,-27,5,50,-18
23,5,-56,-17,-95,-77,-6,15,-208
-96,-14,-113,-98,-134,-125,-59,61,-578
9,-23,-64,-31,-100,-85,-25,45,-274
19,77,-38,-30,-64,-123,-18,100,-77
-1,28,2,0,-28,-20,12,30,23
-7,8,0,8,-15,10,-21,37,20
18,9,-13,-20,-60,-34,12,15,-73
40,3,-34,6,-145,-63,-12,65,-140
1,-23,-52,-16,-107,-39,13,42,-181
12,12,-17,-36,-73,-69,-10,64,-117
21,-8,-43,-12,-48,-78,-34,34,-168
26,-9,-63,-34,-125,-85,4,62,-224
2,20,-58,-37,-82,-79,-13,76,-171
26,57,-25,-18,-37,-64,-2,55,-8
7,17,-21,-5,-39,-44,-11,45,-51
1,3,-39,-46,-62,-63,-23,52,-177
34,-16,-72,-30,-179,-64,-7,101,-233
11,38,-22,-3,-50,-44,-1,61,-10
6,-6,-41,-10,-54,-47,-5,23,-134
27,19,-57,-23,-109,-75,-12,88,-142
44,-11,-92,-8,-118,-92,9,27,-241
-6,5,-21,-18,-33,-41,-13,26,-101
26,32,-47,-45,-165,-176,-35,136,-274
6,14,-17,-3,-42,-76,-22,47,-93
32,-2,-30,-5,-114,-26,23,93,-29
6,27,-11,-15,-9,-44,-22,42,-26
16,16,-24,-18,-57,-73,4,42,-94
15,21,-12,51,-133,9,-32,104,23
37,4,-35,-51,-90,-65,-20,81,-139
-21,6,-90,-67,-90,-112,-11,40,-345
9,-22,-57,-69,-66,-145,-26,74,-302
24,53,-22,12,-53,-41,-8,50,15
-17,32,-35,-41,-102,-71,-16,61,-189
6,10,-46,-27,-67,-68,-22,37,-177
-12,-47,-63,-52,-66,-71,-18,47,-282
31,34,-52,-15,-69,-94,1,81,-83
7,14,-41,-31,-111,-85,2,48,-197
34,-32,-45,-7,-104,-73,-10,65,-172
44,7,-88,-35,-119,-97,15,55,-218
15,12,-29,5,-53,-19,-7,24,-52
25,13,-54,2,-130,-66,0,53,-157
13,29,-41,-31,-46,-65,-5,59,-87
64,27,-44,-41,-86,-80,-6,16,-150
-4,10,-16,-41,-23,-27,9,59,-33
16,11,-13,-26,-51,-84,-13,68,-92
-8,30,-38,-74,-100,-123,-23,86,-250
0,9,-33,-11,-34,-10,1,10,-68
8,-6,-43,-42,-70,-70,-12,4,-231
3,9,-62,-35,-65,-44,22,69,-103
-6,16,-24,-25,-31,-39,-19,38,-90
7,-9,-19,-34,-38,-22,-8,31,-92
-1,4,-21,-25,-39,-80,-25,16,-171
15,18,-29,5,-43,-39,19,26,-28
22,13,-26,-25,-39,-46,-5,24,-82
19,19,-17,5,-54,-29,-8,51,-14
19,-1,-30,-27,-53,-74,-21,16,-171
14,12,-31,-13,-33,-65,-18,32,-102
9,11,-50,-42,-79,-39,16,51,-123
30,7,10,36,-78,-30,-30,99,44
57,42,-42,11,-73,-67,28,74,30
36,25,-7,-49,-53,-67,-4,26,-93
51,45,0,-53,-41,-48,20,153,127
8,30,-3,-19,-34,-19,5,38,6
12,10,-60,27,-94,-84,-20,84,-125
12,18,-70,-21,-130,-65,-4,74,-186
-16,-15,-31,-63,-75,-82,-47,73,-256
14,17,5,-12,-55,-1,4,46,18
26,21,-97,-49,-116,-181,-94,110,-380
-15,11,-83,-54,-135,-74,-5,103,-252
56,34,-84,-30,-173,-143,0,98,-242
24,-9,-23,-8,-31,-42,3,22,-64
1,17,-46,-21,-98,-78,-19,65,-179
37,48,-40,-38,-95,-103,-28,88,-131
8,75,-29,-51,-151,-82,20,128,-82
-16,8,-34,-57,-48,-70,-10,56,-171
26,3,-57,-16,-51,-70,-4,42,-127
-6,1,-27,-30,-60,-45,-16,34,-149
23,60,-29,-27,-49,-100,-36,69,-89
-2,2,-25,-41,-43,-61,-24,55,-139
-11,23,-29,-13,-27,-22,6,47,-26
-6,9,-14,-45,-40,-34,4,78,-48
10,11,-32,-43,-27,-62,-16,50,-109
34,102,-22,-44,-28,-126,20,113,49
14,29,-24,-13,-39,-42,-17,44,-48
3,-5,-51,-38,-80,-65,-43,46,-233
23,51,-20,-18,-5,-51,-12,48,16
88,126,-61,-56,-86,-195,8,191,15
11,0,-28,-9,-29,-29,8,31,-45
19,37,-35,-27,-47,-57,3,44,-63
-12,-19,-52,-30,-87,-50,-26,29,-247
29,29,-64,-40,-125,-84,16,79,-160
25,22,-40,-68,-45,-102,-17,56,-169
86,36,-85,-10,-118,-115,-7,77,-136
18,26,-87,-39,-175,-127,-13,148,-249
31,-4,-39,10,-86,-69,1,34,-122
13,14,-75,-33,-113,-88,5,72,-205
10,-5,-17,-24,-42,-29,-6,7,-106
7,10,-5,-21,-17,-12,-4,27,-15
4,-19,-35,-23,-57,-72,-25,45,-182
-4,9,-39,-61,-71,-59,-39,53,-211
17,8,-46,-10,-112,-50,-7,49,-151
32,38,-36,-45,-36,-80,-6,68,-65
22,30,-68,-61,-116,-95,16,71,-201
19,6,-30,-49,-128,-150,-104,167,-269
11,43,-44,-20,-90,-59,-14,75,-98
33,-1,-81,9,-150,-112,-9,51,-260
13,-8,-46,-22,-54,-28,0,29,-116
13,10,-55,-26,-140,-51,4,61,-184
3,15,-19,-21,-64,-81,-2,41,-128
-12,4,-27,-47,-26,-51,-24,49,-134
40,-9,-60,-31,-109,-153,-42,67,-297
-2,35,-83,-80,-132,-124,-53,95,-344
33,-5,-48,-15,-123,-96,4,57,-193
16,17,-30,0,-65,-47,15,52,-42
2,34,-40,-22,-89,-45,-11,72,-99
22,34,-88,-41,-150,-93,16,74,-226
-5,11,-31,-41,-26,-28,-8,67,-61
36,-9,-35,-42,-68,-82,1,36,-163
-5,-5,-34,-43,-59,-27,-19,37,-155
18,20,-5,-33,-18,-26,-3,34,-13
25,8,-18,-20,-45,-42,-11,29,-74
-5,4,-40,-25,-42,0,6,40,-62
13,7,-91,-72,-180,-112,-12,70,-377
22,9,-24,-17,-34,-35,11,14,-54
8,4,-29,-7,-32,-40,-3,41,-58
-1,2,3,16,-17,-9,-10,35,19
5,37,-80,-50,-142,-81,13,103,-195
38,50,-77,-99,-224,-148,-1,139,-322
-11,14,-53,-43,-87,-32,-17,48,-181
17,7,-86,-11,-154,-119,-41,84,-303
10,24,-27,-15,-83,-3,-7,74,-27
85,0,-69,20,-158,-125,-21,68,-200
54,19,-84,-41,-55,-59,-5,35,-136
28,-12,-60,5,-148,-60,30,47,-170
30,19,-45,-43,-104,-118,-8,81,-188
19,-2,-59,-2,-98,-105,-26,52,-221
-4,34,-41,-49,-93,-68,13,90,-118
51,4,-49,-3,-122,-101,12,41,-167
21,2,-19,-20,-64,-95,-12,73,-114
31,15,-24,-7,-69,-88,-12,74,-80
-7,23,-37,-2,-16,-79,-29,57,-90
20,-7,-45,5,-91,-66,-38,82,-140
14,4,-23,-17,-23,-30,-9,19,-65
18,9,-28,-24,-68,-87,-11,57,-134
0,21,-25,-20,-43,-74,-21,26,-136
33,3,-70,-38,-143,-100,-32,103,-244
26,-4,-46,-21,-59,-50,-7,18,-143
68,4,-63,-6,-140,-112,-35,75,-209
36,40,17,21,-107,-80,2,130,59
8,33,-30,-43,-62,-70,1,37,-126
43,2,-31,-13,-125,-112,12,78,-146
33,27,-25,5,-51,-27,20,35,17
5,43,-53,-31,-71,-63,6,89,-75
36,-8,-60,-30,-88,-97,-18,33,-232
20,40,-64,-88,-108,-139,-10,83,-266
17,33,-58,-66,-53,-95,-5,65,-162
29,25,20,-13,-32,-34,12,92,99
-2,23,-18,-7,-17,-46,-10,35,-42
-6,6,-23,-24,-27,-32,-11,20,-97
18,17,-52,-45,-71,-94,-13,68,-172
20,-7,-58,-50,-73,-90,-22,24,-256
43,-1,-21,13,-98,-70,0,61,-73
17,16,-42,13,-121,-93,-9,49,-170
41,-13,-44,-33,-84,-96,-17,110,-136
11,21,-14,-18,-58,-21,-5,41,-43
5,29,-14,-7,-29,-5,3,51,33
18,24,-42,-40,-82,-85,-15,33,-189
15,2,-20,-26,-50,-37,4,39,-73
30,14,-21,6,-42,-67,-26,68,-38
28,22,0,-26,-39,-68,0,95,12
15,-20,-83,-64,-145,-192,-47,140,-396
5,25,-31,-24,-36,-41,3,40,-59
-11,17,-62,-34,-126,-40,-22,63,-215
29,-1,-60,-44,-54,-47,2,47,-128
-1,23,-19,-17,-28,-39,-12,37,-56
3,26,-14,-20,-36,-62,-7,40,-70
11,45,-27,-15,-35,-60,0,62,-19
37,19,-58,-11,-103,-115,4,41,-186
9,16,-40,-32,-85,-49,-12,46,-147
34,38,-21,-49,-87,-46,51,101,21
23,16,-21,-23,-35,-82,-18,27,-113
5,15,-6,-32,-8,-27,2,33,-18
9,-21,-44,-35,-115,-71,-7,13,-271
35,8,-45,-34,-116,-30,-9,95,-96
-91,-25,-125,-51,-153,-144,-78,81,-586
19,-36,-50,-32,-53,-51,0,36,-167
18,4,-72,-13,-156,-105,-15,58,-281
-2,19,-5,-26,-21,-43,-13,41,-50
13,-15,-47,-8,-130,-83,-15,42,-243
-3,13,-37,-45,-46,-94,-59,43,-228
27,14,-60,57,-125,-36,3,56,-64
27,25,-61,-36,-104,-77,6,43,-177
4,0,-40,1,-100,-56,-6,37,-160
25,12,-17,39,-79,-54,1,56,-17
19,26,-3,-8,-11,-21,18,45,65
21,5,-24,4,-29,-66,-21,29,-81
19,2,-24,-31,2,-63,-23,42,-76
40,3,-63,-13,-103,-117,-15,66,-202
47,19,-16,-26,-30,-82,-3,34,-57
78,37,-85,3,-219,-172,9,80,-269
-1,34,-54,-20,-69,-64,-28,64,-138
46,8,-134,-54,-161,-195,-29,127,-392
26,15,-40,-33,-50,-71,1,29,-123
23,18,-58,13,-151,-99,5,75,-174
15,20,-22,-21,-47,-44,-5,25,-79
36,16,-21,3,-49,-65,-6,75,-11
-1,13,-21,-29,-71,-66,-34,64,-145
-1,-4,-87,-34,-101,-106,-13,52,-294
31,-3,-41,5,-96,-66,-8,47,-131
2,54,-43,-43,-58,-88,-8,66,-118
-26,7,-55,-46,-52,-100,-19,22,-269
35,-2,-43,-5,-106,-75,3,28,-165
4,23,-41,-13,-37,-106,-30,71,-129
8,-15,-34,-47,-64,-88,-5,34,-211
11,-7,-46,-23,-120,-59,3,37,-204
8,-10,-41,-24,-44,-54,-14,19,-160
14,-28,-94,-32,-140,-107,-18,57,-348
51,17,-45,-20,-122,-59,9,36,-133
30,39,-14,-6,-30,-49,-8,7,-31
-4,20,3,-36,-46,2,-14,60,-15
10,16,-48,-12,-107,-42,13,60,-110
-12,-10,-46,-21,-68,-65,-43,60,-205
32,13,-66,-21,-62,-60,-19,58,-125
7,-1,-36,-64,-101,-64,-13,68,-204
0,3,-5,-13,-52,-22,2,29,-58
13,15,-21,-15,-35,-28,9,16,-46
-7,15,-24,-15,-21,-34,4,40,-42
20,19,-44,-7,-49,-64,3,29,-93
13,7,-47,-12,-79,-49,-20,31,-156
19,10,-49,-57,-96,-105,-33,76,-235
11,2,-43,-15,-79,-37,-3,41,-123
1,-11,-45,-28,-77,-68,-8,32,-204
-12,-2,-37,-25,-19,-45,5,52,-83
34,8,-45,-49,-78,-90,-1,54,-167
-70,-109,-173,-92,-167,-290,-136,104,-933
15,-18,-63,-24,-117,-98,10,51,-244
11,22,-1,-11,-36,-53,-18,25,-61
1,13,-12,-7,-11,-28,13,27,-4
26,22,-26,-41,-47,-95,-10,46,-125
9,9,-43,-21,-51,-41,-4,27,-115
25,20,-8,-10,-34,-68,-13,36,-52
10,32,-16,-28,-42,-28,13,69,10
13,-4,-43,-4,-106,-76,-10,59,-171
11,-3,-29,-4,-69,-74,-15,42,-141
1,11,-37,-37,-44,-47,-18,43,-128
-8,77,-21,-45,-99,-222,-71,166,-223
27,32,-38,2,-94,-55,2,96,-28
0,13,-31,-33,-62,-94,-45,69,-183
-26,-8,-31,-10,-50,-42,-20,41,-146
-90,-40,-151,-12,-202,-261,-123,116,-763
-92,-31,-110,-17,-142,-194,-123,122,-587
2,-2,-29,-42,-14,-42,-6,22,-111
23,-2,-48,-39,-63,-78,5,22,-180
2,8,-13,6,-74,-35,-6,37,-75
-22,1,-18,-19,-51,-32,4,41,-96
